"URL";"Dateipfad";"Meta-Titel";"Titel-Länge";"Meta-Description";"Description-Länge";"Description fehlt"
"/kunden/referenzen/bayern/munchen/";"kunden/referenzen/bayern/munchen/index.html";"Luftkanalreinigung München | Lüftungsreinigung Ihrer RLT-Anlagen";"64";"Luftkanalreinigung München: Ob Lüftungsreinigung, Wartung oder Sanierung Ihrer RLT-Anlage: Igienair ist Ihr Experte.";"116";"Nein"
"/kunden/referenzen/bayern/nurnberg/";"kunden/referenzen/bayern/nurnberg/index.html";"Lüftungsreinigung Nürnberg | Reinigung von RLT-Anlagen";"54";"Luftkanalreinigung Nürnberg: Die Reinigung von RLT-Anlagen und Kühltürmen sowie Lüftungsreinigung sind unser Spezialgebiet.";"123";"Nein"
"/kunden/referenzen/bayern/regensburg/";"kunden/referenzen/bayern/regensburg/index.html";"RLT-Hygiene & Reinigung in Regensburg | Igienair";"48";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Regensburg und Bayern. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"138";"Nein"
"/kunden/referenzen/berlin/bernau/";"kunden/referenzen/berlin/bernau/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung Bernau";"49";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Bernau und Berlin und Brandenburg. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"150";"Nein"
"/kunden/referenzen/berlin/brandenburg-havel/";"kunden/referenzen/berlin/brandenburg-havel/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung Brandenburg / Havel";"62";"Hygieneinspektion und Reinigung für RLT-Anlagen in Brandenburg an der Havel. Igienair in Berlin und Brandenburg – normkonform und dokumentiert. Jetzt anfragen.";"159";"Nein"
"/kunden/referenzen/berlin/brandenburg/";"kunden/referenzen/berlin/brandenburg/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Brandenburg";"57";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Brandenburg und Berlin und Brandenburg. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"155";"Nein"
"/kunden/referenzen/berlin/cottbus/";"kunden/referenzen/berlin/cottbus/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Cottbus";"53";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Cottbus und Berlin und Brandenburg. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"151";"Nein"
"/kunden/referenzen/berlin/eberswalde/";"kunden/referenzen/berlin/eberswalde/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung Eberswalde";"53";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Eberswalde und Berlin und Brandenburg. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"154";"Nein"
"/kunden/referenzen/berlin/falkensee/";"kunden/referenzen/berlin/falkensee/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung Falkensee";"52";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Falkensee und Berlin und Brandenburg. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"153";"Nein"
"/kunden/referenzen/berlin/frankfurt-oder/";"kunden/referenzen/berlin/frankfurt-oder/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung Frankfurt Oder";"57";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Frankfurt (Oder) und Berlin und Brandenburg. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"160";"Nein"
"/kunden/referenzen/berlin/";"kunden/referenzen/berlin/index.html";"RLT-Hygiene Berlin und Brandenburg | Igienair Referenzen";"56";"Technische Hygiene in Berlin und Brandenburg: Inspektion, Reinigung und Gutachten für RLT-Anlagen. Igienair ist in der Region mit erfahrenen Teams vor Ort.";"155";"Nein"
"/kunden/referenzen/berlin/oranienburg/";"kunden/referenzen/berlin/oranienburg/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Oranienburg";"57";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Oranienburg und Berlin und Brandenburg. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"155";"Nein"
"/kunden/referenzen/berlin/potsdam/";"kunden/referenzen/berlin/potsdam/index.html";"RLT-Hygiene & Reinigung in Potsdam | Igienair";"45";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Potsdam und Berlin und Brandenburg. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"151";"Nein"
"/kunden/referenzen/hamburg/bremen/";"kunden/referenzen/hamburg/bremen/index.html";"Kühlturm und RLT-Anlagen Reinigung und Desinfektion Bremen";"58";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Bremen und Umgebung für Sie da.";"110";"Nein"
"/kunden/referenzen/hamburg/buxtehude/";"kunden/referenzen/hamburg/buxtehude/index.html";"RLT-Hygiene & Reinigung in Buxtehude | Igienair";"47";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Buxtehude und Umgebung für Sie da.";"113";"Nein"
"/kunden/referenzen/hamburg/elmshorn/";"kunden/referenzen/hamburg/elmshorn/index.html";"RLT-Hygiene & Reinigung in Elmshorn | Igienair";"46";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Elmshorn und Umgebung für Sie da.";"112";"Nein"
"/kunden/referenzen/hamburg/flensburg/";"kunden/referenzen/hamburg/flensburg/index.html";"RLT-Hygiene & Reinigung in Flensburg | Igienair";"47";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Flensburg und Umgebung für Sie da";"112";"Nein"
"/kunden/referenzen/hamburg/";"kunden/referenzen/hamburg/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Hamburg";"53";"Technische Hygiene in Norddeutschland: Inspektion, Reinigung und Gutachten für RLT-Anlagen. Igienair ist in der Region mit erfahrenen Teams vor Ort.";"148";"Nein"
"/kunden/referenzen/hamburg/kiel/";"kunden/referenzen/hamburg/kiel/index.html";"RLT-Anlagen und Kühlturm Reinigung in Kiel durch Igienair";"57";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Kiel und Umgebung für Sie da.";"108";"Nein"
"/kunden/referenzen/hamburg/luebeck/";"kunden/referenzen/hamburg/luebeck/index.html";"RLT-Anlagen und Kühlturm Reinigung Lübeck: durch IGIENAIR";"57";"Das Team von mehrfach zertifizierten Experten der Igienair GmbH kümmert sich zuverlässig um Ihre Zu- und Abluftsysteme.";"119";"Nein"
"/kunden/referenzen/hamburg/lueneburg/";"kunden/referenzen/hamburg/lueneburg/index.html";"Hygieneinspektion VDI 6022 + Gutachten für RLT-Anlagen";"54";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Lüneburg und Umgebung für Sie da.";"112";"Nein"
"/kunden/referenzen/hamburg/munster/";"kunden/referenzen/hamburg/munster/index.html";"RLT-Hygiene & Reinigung in Münster | Igienair";"45";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Munster und Umgebung für Sie da.";"111";"Nein"
"/kunden/referenzen/hamburg/neumuenster/";"kunden/referenzen/hamburg/neumuenster/index.html";"RLT-Hygiene & Reinigung in Neumünster | Igienair";"48";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Neumünster und Umgebung für Sie da.";"114";"Nein"
"/kunden/referenzen/hamburg/norderstedt/";"kunden/referenzen/hamburg/norderstedt/index.html";"RLT-Hygiene & Reinigung in Norderstedt | Igienair";"49";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Norderstedt und Umgebung für Sie da.";"115";"Nein"
"/kunden/referenzen/hamburg/stade/";"kunden/referenzen/hamburg/stade/index.html";"RLT-Hygiene & Reinigung in Stade | Igienair";"43";"Technische Hygiene, Desinfektion, Sanierung, Gutachten & mehr: IGIENAIR ist in Stade und Umgebung für Sie da";"108";"Nein"
"/kunden/referenzen/hessen/darmstadt/";"kunden/referenzen/hessen/darmstadt/index.html";"RLT-Hygiene & Reinigung in Darmstadt | Igienair";"47";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Darmstadt und Hessen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"137";"Nein"
"/kunden/referenzen/hessen/frankfurt/";"kunden/referenzen/hessen/frankfurt/index.html";"RLT-Hygiene & Reinigung in Frankfurt am Main | Igienair";"55";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Frankfurt am Main und Hessen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"145";"Nein"
"/kunden/referenzen/hessen/giessen/";"kunden/referenzen/hessen/giessen/index.html";"RLT-Hygiene & Reinigung in Gießen | Igienair";"44";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Gießen und Hessen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"134";"Nein"
"/kunden/referenzen/hessen/";"kunden/referenzen/hessen/index.html";"RLT-Hygiene Hessen | Igienair Referenzen";"40";"Technische Hygiene in Hessen: Inspektion, Reinigung und Gutachten für RLT-Anlagen. Igienair ist in der Region mit erfahrenen Teams vor Ort.";"139";"Nein"
"/kunden/referenzen/hessen/kassel/";"kunden/referenzen/hessen/kassel/index.html";"RLT-Anlagen in Kassel: Reinigung & Sanierung durch Igienair";"59";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Kassel und Hessen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"134";"Nein"
"/kunden/referenzen/hessen/wiesbaden/";"kunden/referenzen/hessen/wiesbaden/index.html";"Lüftungsreinigung Wiesbaden: Reinigung von RLT Anlagen";"54";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Wiesbaden und Hessen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"137";"Nein"
"/kunden/referenzen/";"kunden/referenzen/index.html";"Referenzen & Einsatzgebiete | Igienair";"38";"Referenzen aus Industrie, Gesundheitswesen, Pharma und öffentlichem Sektor. Igienair ist mit 8 Standorten deutschlandweit für Sie im Einsatz.";"141";"Nein"
"/kunden/referenzen/nrw/bonn/";"kunden/referenzen/nrw/bonn/index.html";"Luftkanalreinigung Bonn: Raumlufthygiene vom Profi";"50";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Bonn und Nordrhein-Westfalen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"145";"Nein"
"/kunden/referenzen/nrw/duesseldorf/";"kunden/referenzen/nrw/duesseldorf/index.html";"Luftkanalreinigung Düsseldorf: Die RLT Anlagen Reinigung";"56";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Düsseldorf und Nordrhein-Westfalen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"151";"Nein"
"/kunden/referenzen/nrw/duisburg/";"kunden/referenzen/nrw/duisburg/index.html";"Luftkanalreinigung Duisburg: Technische Hygiene RLT-Anlagen";"59";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Duisburg und Nordrhein-Westfalen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"149";"Nein"
"/kunden/referenzen/nrw/";"kunden/referenzen/nrw/index.html";"RLT-Hygiene Nordrhein-Westfalen | Igienair Referenzen";"53";"Technische Hygiene in Nordrhein-Westfalen: Inspektion, Reinigung und Gutachten für RLT-Anlagen. Igienair ist in der Region mit erfahrenen Teams vor Ort.";"152";"Nein"
"/kunden/referenzen/nrw/koeln/";"kunden/referenzen/nrw/koeln/index.html";"RLT-Hygiene & Reinigung in Köln | Igienair";"42";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Köln und Nordrhein-Westfalen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"145";"Nein"
"/kunden/referenzen/nrw/wuppertal/";"kunden/referenzen/nrw/wuppertal/index.html";"Luftkanalreinigung Wuppertal: Hygieneinspektion & RLT Anlagen";"61";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Wuppertal und Nordrhein-Westfalen. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"150";"Nein"
"/kunden/referenzen/region-bodensee/biberach-an-der-riss/";"kunden/referenzen/region-bodensee/biberach-an-der-riss/index.html";"Kühlturm Wartung & RLT-Anlagen Reinigung: Biberach an der Riß";"61";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Biberach an der Riss und Bodensee-Region. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"157";"Nein"
"/kunden/referenzen/region-bodensee/friedrichshafen/";"kunden/referenzen/region-bodensee/friedrichshafen/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Friedrichshafen";"61";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Friedrichshafen und Bodensee-Region. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"152";"Nein"
"/kunden/referenzen/region-bodensee/";"kunden/referenzen/region-bodensee/index.html";"RLT-Hygiene Bodensee-Region | Igienair Referenzen";"49";"Technische Hygiene in Bodensee-Region: Inspektion, Reinigung und Gutachten für RLT-Anlagen. Igienair ist in der Region mit erfahrenen Teams vor Ort.";"148";"Nein"
"/kunden/referenzen/region-bodensee/memmingen/";"kunden/referenzen/region-bodensee/memmingen/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Memmingen";"55";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Memmingen und Bodensee-Region. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"146";"Nein"
"/kunden/referenzen/region-bodensee/ravensburg/";"kunden/referenzen/region-bodensee/ravensburg/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Ravensburg";"56";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Ravensburg und Bodensee-Region. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"147";"Nein"
"/kunden/referenzen/region-bodensee/sigmaringen/";"kunden/referenzen/region-bodensee/sigmaringen/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Sigmaringen";"57";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Sigmaringen und Bodensee-Region. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"148";"Nein"
"/kunden/referenzen/region-bodensee/singen/";"kunden/referenzen/region-bodensee/singen/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Singen";"52";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Singen und Bodensee-Region. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"143";"Nein"
"/kunden/referenzen/region-bodensee/tuttlingen/";"kunden/referenzen/region-bodensee/tuttlingen/index.html";"Kühlturm Wartung und RLT-Anlagen Reinigung in Tuttlingen";"56";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Tuttlingen und Bodensee-Region. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"147";"Nein"
"/kunden/referenzen/rheinland-pfalz/bitburg/";"kunden/referenzen/rheinland-pfalz/bitburg/index.html";"RLT-Hygiene & Reinigung in Bitburg | Igienair";"45";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Bitburg und Rheinland-Pfalz. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"144";"Nein"
"/kunden/referenzen/rheinland-pfalz/";"kunden/referenzen/rheinland-pfalz/index.html";"RLT-Hygiene Rheinland-Pfalz | Igienair Referenzen";"49";"Technische Hygiene in Rheinland-Pfalz: Inspektion, Reinigung und Gutachten für RLT-Anlagen. Igienair ist in der Region mit erfahrenen Teams vor Ort.";"148";"Nein"
"/kunden/referenzen/rheinland-pfalz/kaiserslautern/";"kunden/referenzen/rheinland-pfalz/kaiserslautern/index.html";"RLT-Hygiene & Reinigung in Kaiserslautern | Igienair";"52";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Kaiserslautern und Rheinland-Pfalz. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"151";"Nein"
"/kunden/referenzen/rheinland-pfalz/koblenz/";"kunden/referenzen/rheinland-pfalz/koblenz/index.html";"RLT-Hygiene & Reinigung in Koblenz | Igienair";"45";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Koblenz und Rheinland-Pfalz. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"144";"Nein"
"/kunden/referenzen/rheinland-pfalz/ludwigshafen/";"kunden/referenzen/rheinland-pfalz/ludwigshafen/index.html";"RLT-Hygiene & Reinigung in Ludwigshafen | Igienair";"50";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Ludwigshafen und Rheinland-Pfalz. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"149";"Nein"
"/kunden/referenzen/rheinland-pfalz/mainz/";"kunden/referenzen/rheinland-pfalz/mainz/index.html";"RLT-Hygiene & Reinigung in Mainz | Igienair";"43";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Mainz und Rheinland-Pfalz. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"142";"Nein"
"/kunden/referenzen/rheinland-pfalz/trier/";"kunden/referenzen/rheinland-pfalz/trier/index.html";"RLT-Hygiene & Reinigung in Trier | Igienair";"43";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Trier und Rheinland-Pfalz. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"142";"Nein"
"/kunden/referenzen/rheinland-pfalz/wittlich/";"kunden/referenzen/rheinland-pfalz/wittlich/index.html";"RLT-Hygiene & Reinigung in Wittlich | Igienair";"46";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Wittlich und Rheinland-Pfalz. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"145";"Nein"
"/kunden/referenzen/saarland/homburg/";"kunden/referenzen/saarland/homburg/index.html";"RLT-Hygiene & Reinigung in Homburg | Igienair";"45";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Homburg und Saarland. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"137";"Nein"
"/kunden/referenzen/saarland/";"kunden/referenzen/saarland/index.html";"RLT-Hygiene Saarland | Igienair Referenzen";"42";"Technische Hygiene in Saarland: Inspektion, Reinigung und Gutachten für RLT-Anlagen. Igienair ist in der Region mit erfahrenen Teams vor Ort.";"141";"Nein"
"/kunden/referenzen/saarland/merzig/";"kunden/referenzen/saarland/merzig/index.html";"RLT-Hygiene & Reinigung in Merzig | Igienair";"44";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Merzig und Saarland. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"136";"Nein"
"/kunden/referenzen/saarland/saarbrucken/";"kunden/referenzen/saarland/saarbrucken/index.html";"RLT-Hygiene & Reinigung in Saarbrücken | Igienair";"49";"Hygieneinspektion, Reinigung und Gutachten für RLT-Anlagen in Saarbrücken und Saarland. Igienair – normkonform, dokumentiert. Jetzt anfragen.";"141";"Nein"
"/lebensmittel/";"lebensmittel/index.html";"Lüftungshygene Lebensmittelindustrie | Igienair";"47";"Reinigung und Inspektion von RLT-Anlagen in Lebensmittelbetrieben. Igienair unterstützt HACCP-konforme Produktionsprozesse.";"123";"Nein"
"/lecktest-schwebstofffilter/";"lecktest-schwebstofffilter/index.html";"Lecktest Schwebstofffilter - Igienair GmbH";"42";"Lecktest für Schwebstofffilter in sensiblen RLT-Systemen. Igienair sichert maximale Filtersicherheit und normgerechte Dokumentation.";"132";"Nein"
"/leistungen/";"leistungen/index.html";"Leistungen: Inspektion, Reinigung, Sanierung";"44";"Inspektion, Reinigung, Desinfektion, Sanierung und energetische Inspektion für RLT-Anlagen – normkonform nach VDI und DIN, deutschlandweit.";"139";"Nein"
"/leistungen/inspektionundgutachten/";"leistungen/inspektionundgutachten/index.html";"Hygieneinspektionen und Gefährdungsbeurteilungen";"48";"Igienair bietet umfassende Leistungen zur Einschätzung und Bewertung Ihrer RLT-Anlagen mit Lüftungskanälen und Kühltürmen.";"122";"Nein"
"/leistungen/instandsetzung-sanierung/";"leistungen/instandsetzung-sanierung/index.html";"Instandsetzung & Sanierung - Igienair GmbH";"42";"Instandsetzung und Sanierung raumlufttechnischer Anlagen: Schadensbehebung, Hygienesicherheit und normgerechter Betrieb durch Igienair-Experten.";"144";"Nein"
"/leistungen/reinigung-desinfektion/";"leistungen/reinigung-desinfektion/index.html";"Reinigung & Desinfektion RLT-Anlagen | Igienair";"47";"Professionelle Reinigung und Desinfektion von Lüftungs- und RLT-Anlagen nach VDI 6022, DIN EN 15780 und VDI 2047 – mit Erfolgsgarantie.";"135";"Nein"
"/normen/din-en-14175/";"normen/din-en-14175/index.html";"DIN EN 14175: Laborabzüge & Digestorien | Igienair";"50";"Prüfung und Validierung von Laborabzügen nach DIN EN 14175. Igienair sichert Funktion, Sicherheit und normgerechten Betrieb Ihrer Abzüge.";"137";"Nein"
"/normen/din-en-15780/";"normen/din-en-15780/index.html";"DIN EN 15780 Luftkanalreinigung | Igienair";"42";"Luftkanalreinigung nach DIN EN 15780: Qualitätsstufen, Verfahren und Dokumentation für hygienische Lüftungskanäle – professionell durch Igienair.";"145";"Nein"
"/normen/";"normen/index.html";"VDI & DIN Normen für RLT-Hygiene | Igienair";"43";"VDI 6022, VDI 2047, DIN EN 15780 und mehr: Igienair setzt anerkannte Normen für Inspektion, Reinigung und Betrieb von RLT-Anlagen zuverlässig um.";"145";"Nein"
"/normen/vdi-2047/";"normen/vdi-2047/index.html";"Risikoanalyse VDI 2047-2 durch die Igienair GmbH";"48";"Risikoanalyse VDI 2047-2 ✓Exakt ✓Sicher ✓Valide ➤ Gemäß der Richtlinie VDI 2047-2. Überprüfung des Anlagenbetriebs...";"117";"Nein"
"/normen/vdi-2052-bgr-111/";"normen/vdi-2052-bgr-111/index.html";"VDI 2052 & BGR 111 - Igienair GmbH";"34";"Brandschutzreinigung und Entfettung gewerblicher Küchenabluft nach VDI 2052 und BGR 111. Igienair reduziert Brandrisiken und sichert den Betrieb.";"145";"Nein"
"/normen/vdi-6022/";"normen/vdi-6022/index.html";"Inspektion VDI 6022 - die Igienair GmbH erledigt das für Sie";"60";"Die Inspektion VDI 6022. Fachgerecht durchgeführt von der Igienair GmbH für den den hygienegerechten Betrieb.";"109";"Nein"
"/pharma/";"pharma/index.html";"Technische Hygiene Pharma | Igienair";"36";"GMP-konforme Reinigung und Qualifizierung von RLT-Anlagen und Reinräumen in der Pharmaindustrie. Igienair – validiert und dokumentiert.";"135";"Nein"
"/reinigung-desinfektion/";"reinigung-desinfektion/index.html";"Hygienereinigung RLT-Anlagen | Igienair";"39";"Reinigung und Desinfektion raumlufttechnischer Anlagen nach VDI 6022, DIN EN 15780 und VDI 2047. Normkonform, dokumentiert und zuverlässig.";"139";"Nein"
"/rlt-hygiene/";"rlt-hygiene/index.html";"RLT-Hygiene: Inspektion & Reinigung | Igienair";"46";"Ganzheitliche RLT-Hygiene: Inspektion, Reinigung, Desinfektion und Gutachten nach VDI 6022. Igienair – Ihr Partner für gesunde Raumluft.";"136";"Nein"
"/unternehmen/agb/";"unternehmen/agb/index.html";"Allgemeine Geschäftsbedingungen | Igienair GmbH";"47";"AGB der Igienair GmbH für Leistungen im Bereich technische Hygiene, Inspektion, Reinigung und Gutachten von RLT-Anlagen.";"120";"Nein"
"/unternehmen/";"unternehmen/index.html";"Über Igienair: Technische Hygiene & Expertise";"45";"Familienunternehmen für Raumlufthygiene mit 8 Standorten und über 14.000 Kunden. Qualität, Sicherheit und normkonforme Lösungen für RLT-Anlagen.";"144";"Nein"
"/unternehmen/nachhaltigkeit/";"unternehmen/nachhaltigkeit/index.html";"Nachhaltigkeit in der Raumlufthygiene | Igienair";"48";"Ressourcenschonende Reinigung, Energieeffizienz und umweltbewusste Verfahren bei der technischen Hygiene von Lüftungs- und RLT-Anlagen.";"135";"Nein"
"/unternehmen/qualitaet/";"unternehmen/qualitaet/index.html";"Qualitätsmanagement für RLT-Hygiene | Igienair";"46";"ISO-zertifizierte Prozesse und dokumentierte Hygienestandards für RLT-Anlagen. So sichert Igienair Qualität, Transparenz und Rechtssicherheit.";"142";"Nein"
"/unternehmen/sicherheit/";"unternehmen/sicherheit/index.html";"Arbeitssicherheit bei Hygienearbeiten | Igienair";"48";"Sicherheitskonzepte für Reinigung und Inspektion an RLT-Anlagen: geschulte Teams, Gefährdungsbeurteilung und dokumentierte Abläufe vor Ort.";"139";"Nein"
"/unternehmen/umweltschutz/";"unternehmen/umweltschutz/index.html";"Umweltschutz & technische Hygiene | Igienair";"44";"Umweltgerechte Reinigungsverfahren und sichere Entsorgung bei RLT-Projekten. Igienair verbindet Hygiene mit Verantwortung für Mensch und Umwelt.";"144";"Nein"
"/unternehmen/zertifizierungen/";"unternehmen/zertifizierungen/index.html";"Zertifizierungen & Qualitätssiegel | Igienair";"45";"ISO 9001, WHG-Fachbetrieb, FGK und weitere Nachweise: Igienairs Zertifikate für normkonforme Inspektion, Reinigung und Gutachten.";"129";"Nein"
